objectid,title,neighborhood,location,address,city,state,zip_code,type,subject,datebuilt_architect,date,latitude,longitude,architect,object_location,image
AAHS_118,First African Presbyterian Church / Tabor Chapel / St. Paul's German Reform Church / First Colored Wesley Methodist Church,South,South,1642 Fitzwater St.,Philadelphia,PA,19146,church,church,"1857, Samuel Sloan",1857,39.942237,-75.170639,Samuel Sloan,http://www.preservationalliance.com/images/aia/1642FitzwaterSt.jpg,http://www.preservationalliance.com/images/aia/1642FitzwaterSt.jpg
AAHS_390,Union Baptist Building #1 / New Hope Temple Baptist Church,South,South,711-715 S. 12th St.,Philadelphia,PA,19147,church,church,"1893, Thomas Bennett",1893,39.932836,-75.164046,Thomas Bennett,http://www.preservationalliance.com/images/aia/711-15S12thStb.jpg,http://www.preservationalliance.com/images/aia/711-15S12thStb.jpg
AAHS_257,Moyamensing Prison,South,South,10th and Reed Sts.,Philadelphia,PA,19147,prison,prison,"ca. 1832-1835, Thomas Ustick Walter; many alterations; demolished 1968",1832;1835;1968,39.990821,-75.168428,Thomas Ustick Walter,,
AAHS_364,St. Simon the Cyrenian Church and Rectory,South,South,1401 S. 22nd St.,Philadelphia,PA,19146,church,church,"1905 (rectory), 1913-1914, Thomas, Churchman & Molitor",1905;1913;1914,39.934379,-75.180644,"Thomas, Churchman & Molitor",,
AAHS_121,First Penny Savings and Loan,South,South,2052 Bainbridge St.,Philadelphia,PA,19146,bank,bank,"ca. 1914, W. Haddock",1914,39.942257,-75.161512,W. Haddock,,
AAHS_113,First African Baptist Church Building,South,South,1600-1606 Christian St.,Philadelphia,PA,19146,church,church,"1904, Watson & Huckel",1904,39.939942,-75.165555,Watson & Huckel,,
AAHS_332,Shiloh Baptist Church #1 / Murray Chapel / Mount Olive A.M.E. Church / Waters Memorial A.M.E. Church,South,South,609 S. Clifton St.,Philadelphia,PA,19147,church,church,"ca. 1840; alterations, 1895, Wilson Brothers; alterations, 1921, C. Wilson; alterations, 1953",1840;1895;1921;1953,39.942645,-75.159714,Wilson Brothers;C. Wilson,http://www.preservationalliance.com/images/aia/609SCliftonSt.jpg,http://www.preservationalliance.com/images/aia/609SCliftonSt.jpg
AAHS_92,Dutrieuille Catering Site #2,West,West,4001 Spring Garden St.,Philadelphia,PA,19104,caterer,caterer,"ca. 1888, A. Wade",1888,39.9176146,-75.1668377,A. Wade,,
AAHS_117,First African Presbyterian Church / Emmanuel Presbyterian Church,West,West,4159 W. Girard Ave.,Philadelphia,PA,19104,church,church,"1912, Charles Bolton & Son",1912,39.973946,-75.209674,Charles Bolton & Son,,
AAHS_354,St. Matthew Church Building,West,West,215 N. 57th St.,Philadelphia,PA,19139,church,church,"1940, Charles Bolton & Son",1940,39.964697,-75.233722,Charles Bolton & Son,,
AAHS_43,Bethel Baptist Church,West,West,4033-4037 Haverford Ave.,Philadelphia,PA,19104,church,church,"1924, Clarence Caspary",1924,39.9413541,-75.1621808,Clarence Caspary,,
AAHS_127,Franklin Field,West,West,33rd and Spruce Streets,Philadelphia,PA,19104,stadium,stadium,"1922, Day & Klauder",1922,39.990821,-75.168428,Day & Klauder,,
AAHS_357,St. Monica Mission Church Site,West,West,4206 Woodland Ave.,Philadelphia,PA,19104,church,church,"1914-1916, Duhring, Okie and Ziegler",1914;1916,39.949464,-75.199983,"Duhring, Okie and Ziegler",,
AAHS_277,Paul Leroy Robeson House,West,West,4951 Walnut St.,Philadelphia,PA,19139,dwelling,dwelling,"1911, E.A. Wilson; alterations, ca. 1959",1911;1959,39.956688,-75.221373,E.A. Wilson,,
AAHS_6,African Episcopal Church of St. Thomas Site #3,West,West,6361 Lancaster Ave.,Philadelphia,PA,19151,church,church,"1899, Frederick Mann; alterations, 1905, Baily & Bassett",1899;1905,39.9871825,-75.2510486,Frederick Mann;Baily & Bassett,,
AAHS_11,Allen A.M.E. Church Building #3 / Fourth Reformed Presbyterian Church Building,West,West,5901 Larchwood Ave.,Philadelphia,PA,19143,church,church,"1917, George D. Savage",1917,39.9539121,-75.2406593,George D. Savage,,
AAHS_248,Mount Pisgah A.M.E. Church / Centenary Methodist Church,West,West,428 N. 41st St.,Philadelphia,PA,19104,church,church,"ca. 1860s-1880s; alterations, 1901, H. King; alterations, 1913, James Fernald; rebuilt after fire, 1944",1860s;1880s; 1901; 1913;1944,39.976197,-75.206385,H. King;James Fernald,,
AAHS_243,Mount Carmel Baptist Church,West,West,5732 Race St.,Philadelphia,PA,19139,church,church,"1915, Henry DeHoff; alterations, 1938, Charles Bolton & Sons; main sanctuary, post-World War II",1915;1938,39.964312,-75.235491,Henry DeHoff;Charles Bolton & Sons,,
AAHS_71,Clanerda Presbyterian Church,West,West,34th and Girard Sts.,Philadelphia,PA,19104,church,church,"ca. 1912, Horace Trumbauer (Julian Abele)",1912,39.942743,-75.152895,Horace Trumbauer (Julian Abele),,
AAHS_182,Irvine Auditorium (University of Pennsylvania),West,West,3401 Spruce St.,Philadelphia,PA,19104,auditorium,auditorium,"ca. 1928, Horace Trumbauer (Julian Abele)",1928,39.950877,-75.19301,Horace Trumbauer (Julian Abele),,
AAHS_274,Otto Eisenlohr House / President's House (University of Pennsylvania),West,West,3812 Walnut St.,Philadelphia,PA,19104,dwelling,dwelling,"ca. 1905, Horace Trumbauer (Julian Abele)",1905,39.949649,-75.16673,Horace Trumbauer (Julian Abele),,
AAHS_439,Zoological Society Building,West,West,34th and Girard Sts.,Philadelphia,PA,19104,,,"ca. 1912, Horace Trumbauer (Julian Abele)",1912,39.990821,-75.168428,Horace Trumbauer (Julian Abele),,
AAHS_371,Stephen Smith Home for the Aged and Infirmed,West,West,4400 W. Girard Ave.,Philadelphia,PA,19104,retirement home,retirement home,"ca. 1883, Hutton, Addison",1883,39.972816,-75.212586,"Hutton, Addison",,
AAHS_275,Overbrook High School (Wilt Chamberlain),West,West,5898 Lancaster Ave.,Philadelphia,PA,19131,school,school,"1924, Irwin T. Catherine",1924,39.974485,-75.220917,Irwin T. Catherine,,
AAHS_368,Star of Hope Baptist Church,West,West,443 N. 60th St.,Philadelphia,PA,19151,church,church,"ca. 1962, James Plater",1962,39.969076,-75.239025,James Plater,,
AAHS_386,Tyree A.M.E. Church / 10th United Presbyterian Church,West,West,3800 Hamilton St.,Philadelphia,PA,19104,church,church,"1886, Lawrence Valk",1886,39.961293,-75.19721,Lawrence Valk,,
AAHS_298,Pinn Memorial Baptist Church / Har Zion Synagogue,West,West,2251 N. 54th St.,Philadelphia,PA,19131,church,church,"1922-1924, Leroy Rothschild; alterations and additions, 1940-1957, Silverman & Levey",1922;1924;1940;1957,39.993335,-75.233854,Leroy Rothschild;Silverman & Levey,,
AAHS_219,Lombard Central Presbyterian Church Building #2 / Friends Meeting House,West,West,4201 Powelton Ave.,Philadelphia,PA,19104,church,church,"ca. 1875; alterations, 1903, Morris & Vaux",1875;1903,39.959156,-75.206639,Morris & Vaux,,
AAHS_385,Tyree A.M.E. Church (?) / Williams Chapel / Metropolitan Baptist Church / First United Baptist Church,West,West,3728-3730 Haverford Ave.,Philadelphia,PA,19104,church,church,"before 1922; alterations as church, 1937, Richard Neely",1922;1937,39.968301,-75.23486,Richard Neely,,
AAHS_237,Monumental Baptist Church / First Reformed Church,West,West,4948 Locust St.,Philadelphia,PA,19139,church,church,"1923-1925, Stuckert & Co.",1923;1925,39.955048,-75.221354,Stuckert & Co.,,
AAHS_397,"United Mission Church / Pennsylvania Railroad Branch, YMCA / Second Antioch Baptist Church",West,West,907 N. 41st St.,Philadelphia,PA,19104,church,church,"1892, T. P. Lonsdale",1892,39.976197,-75.206385,T. P. Lonsdale,,
AAHS_416,White Rock Baptist Church / St. Matthew M.E. Church,West,West,5240-5244 Chestnut St.,Philadelphia,PA,19139,church,church,"original church building, 1889-1890, T. P. Lonsdale; parish house, 1899, T. P. Lonsdale; substantial chapel addition, 1908, Wesl",1889;1890;1899;1908,39.957881,-75.220335,T. P. Lonsdale;T. P. Lonsdale;Wesl,,
AAHS_356,St. Michael and All Angels Chapel / Bethany Baptist Church / Victory Baptist Church,West,West,4238 Wallace St.,Philadelphia,PA,19104,church,church,"1889, William Camac, project architect, in firm of Furness, Evans & Co.; alterations, 1920, John E. Bullock",1889;1920,39.963341,-75.20862,"William Camac;Furness, Evans & Co.;John E. Bullock",,
